ColorType#getID():::Returns a unique id, as an integer, for this ColorType.:::return
ColorType#toString():::Returns the textual description of this ColorType:::return
DefaultSynthStyleFactory#addStyle(DefaultSynthStyle, String, int)::: default synth style factory add style:::if->if->_styles->StyleAssociation->createStyleAssociation->add->else->if->_styles->StyleAssociation->path->toLowerCase->createStyleAssociation->add
DefaultSynthStyleFactory#getStyle(JComponent, Region):::Returns the style for the specified Component.:::matches->matches->clear->getMatchingStyles->if->matches->size->return->getDefaultStyle->matches->cacheHashCode->style->getCachedStyle->if->mergeStyles->if->cacheStyle->return
DefaultSynthStyleFactory#getDefaultStyle():::Returns the style to use if there are no matching styles.:::if->new->DefaultSynthStyle->new->FontUIResource->setFont->return
DefaultSynthStyleFactory#getMatchingStyles(List, JComponent, Region):::Fetches any styles that match the passed into arguments into matches.:::idName->id->getLowerCaseName->cName->c->getName->if->for->counter->_styles->size
DefaultSynthStyleFactory#cacheStyle(List, SynthStyle):::Caches the specified style.:::cachedStyles->new->BakedArrayList<>->_resolvedStyles->put
DefaultSynthStyleFactory#getCachedStyle(List):::Returns the cached style from the passed in arguments.:::if->styles->size->return->return->_resolvedStyles->get
DefaultSynthStyleFactory#mergeStyles(List):::Creates a single Style from the passed in styles:::size->styles->size->if->return->else->if->return->styles->get->clone->style->styles->get->style->clone->for->counter->return
ImagePainter#getPaint9Painter()::: image painter get paint9 painter:::synchronized->cacheRef->AppContext->getAppContext->get->painter->if->cacheRef->get->new->Paint9Painter->new->WeakReference<Paint9Painter>->AppContext->getAppContext->put->return
ImagePainter#getTiles()::: image painter get tiles:::return
ImagePainter#getPaintsCenter()::: image painter get paints center:::return
ImagePainter#getCenter()::: image painter get center:::return
ImagePainter#getInsets(Insets)::: image painter get insets:::if->return->clone->return
ImagePainter#getImage()::: image painter get image:::if->new->ImageIcon->getImage->return
ImagePainter#paint(SynthContext, Graphics, int, int, int, int)::: image painter paint:::image->getImage->if->Paint9Painter->validImage->type->if->getCenter->else->if->getTiles->else->mask->if->getCenter->getPaintsCenter->imageCache->context->getComponent->paint
SynthSpinnerUI.SpinnerLayout#addLayoutComponent(String, Component)::: spinner layout add layout component:::if->equals->else->if->equals->else->if->equals
SynthSpinnerUI.SpinnerLayout#removeLayoutComponent(Component)::: spinner layout remove layout component:::if->else->if->else->if
SynthSpinnerUI.SpinnerLayout#preferredSize(Component)::: spinner layout preferred size:::return->new->Dimension->c->getPreferredSize
SynthSpinnerUI.SpinnerLayout#preferredLayoutSize(Container)::: spinner layout preferred layout size:::nextD->preferredSize->previousD->preferredSize->editorD->preferredSize->size->new->Dimension->Math->max->insets->parent->getInsets->return
SynthSpinnerUI.SpinnerLayout#minimumLayoutSize(Container)::: spinner layout minimum layout size:::return->preferredLayoutSize
SynthSpinnerUI.SpinnerLayout#setBounds(Component, int, int, int, int)::: spinner layout set bounds:::if->c->setBounds
SynthSpinnerUI.SpinnerLayout#layoutContainer(Container)::: spinner layout layout container:::insets->parent->getInsets->availWidth->parent->getWidth->availHeight->parent->getHeight->nextD->preferredSize->previousD->preferredSize->nextHeight->previousHeight->buttonsWidth->Math->max->editorWidth->editorX->buttonsX->if->parent->getComponentOrientation->isLeftToRight->else->previousY->setBounds->setBounds->setBounds
SynthSpinnerUI#propertyChange(PropertyChangeEvent)::: synth spinner i property change:::spinner->e->getSource->spinnerUI->spinner->getUI->if->ui->if->SynthLookAndFeel->shouldUpdateStyle->ui->updateStyle
SynthSpinnerUI.EditorFocusHandler#focusGained(FocusEvent):::Invoked when a editor text field gains the keyboard focus.:::spinner->repaint
SynthSpinnerUI.EditorFocusHandler#focusLost(FocusEvent):::Invoked when a editor text field loses the keyboard focus.:::spinner->repaint
SynthSplitPaneDivider#setMouseOver(boolean)::: synth split pane divider set mouse over:::if->isMouseOver->repaint->super->setMouseOver
SynthSplitPaneDivider#propertyChange(PropertyChangeEvent)::: synth split pane divider property change:::super->propertyChange->if->e->getSource->if->e->getPropertyName->if->mapDirection->setDirection->if->mapDirection->setDirection
SynthSplitPaneDivider#paint(Graphics)::: synth split pane divider paint:::g2->g->create->context->getContext->bounds->getBounds->SynthLookAndFeel->updateSubregion->context->getPainter->splitPane->getOrientation->paintSplitPaneDividerBackground->foreground->context->getPainter->getWidth->getHeight->splitPane->getOrientation->paintSplitPaneDividerForeground->for->counter->getComponentCount->g2->dispose
SynthSplitPaneDivider#mapDirection(boolean)::: synth split pane divider map direction:::if->if->splitPane->getOrientation->return->return->if->splitPane->getOrientation->return->return
SynthSplitPaneDivider#createLeftOneTouchButton():::Creates and return an instance of JButton that can be used to collapse the left component in the split pane.:::b->new->SynthArrowButton->oneTouchSize->lookupOneTouchSize->b->setName->b->new->Dimension->setMinimumSize->b->Cursor->getPredefinedCursor->setCursor->b->setFocusPainted->b->setBorderPainted->b->setRequestFocusEnabled->b->mapDirection->setDirection->return
SynthSplitPaneDivider#lookupOneTouchSize()::: synth split pane divider lookup one touch size:::return->DefaultLookup->splitPaneUI->getSplitPane->getInt
SynthSplitPaneDivider#createRightOneTouchButton():::Creates and return an instance of JButton that can be used to collapse the right component in the split pane.:::b->new->SynthArrowButton->oneTouchSize->lookupOneTouchSize->b->setName->b->new->Dimension->setMinimumSize->b->Cursor->getPredefinedCursor->setCursor->b->setFocusPainted->b->setBorderPainted->b->setRequestFocusEnabled->b->mapDirection->setDirection->return
SynthSplitPaneUI#createUI(JComponent):::Creates a new SynthSplitPaneUI instance:::return->new->SynthSplitPaneUI
SynthSplitPaneUI#installDefaults():::Installs the UI defaults.:::updateStyle->splitPane->getOrientation->setOrientation->splitPane->isContinuousLayout->setContinuousLayout->resetLayoutManager->if->createDefaultNonContinuousLayoutDivider->setNonContinuousLayoutDivider->else->setNonContinuousLayoutDivider->if->new->HashSet<KeyStroke>->managingFocusForwardTraversalKeys->KeyStroke->getKeyStroke->add->splitPane->setFocusTraversalKeys->if->new->HashSet<KeyStroke>->managingFocusBackwardTraversalKeys->KeyStroke->getKeyStroke->add->splitPane->setFocusTraversalKeys
SynthSplitPaneUI#updateStyle(JSplitPane)::: synth split pane i update style:::context->getContext->oldDividerStyle->SynthLookAndFeel->updateStyle->getContext->oldStyle->SynthLookAndFeel->updateStyle->if->value->style->get->if->Integer->valueOf->LookAndFeel->installProperty->intValue->style->get->if->LookAndFeel->installProperty->if->splitPane->remove->divider->splitPane->getDividerSize->setDividerSize->if->uninstallKeyboardActions->installKeyboardActions->if->if->splitPane->remove->createDefaultDivider->divider->setBasicSplitPaneUI->splitPane->add
SynthSplitPaneUI#installListeners():::Installs the event listeners for the UI.:::super->installListeners->splitPane->addPropertyChangeListener
SynthSplitPaneUI#uninstallDefaults():::Uninstalls the UI defaults.:::context->getContext->style->uninstallDefaults->getContext->dividerStyle->uninstallDefaults->super->uninstallDefaults
SynthSplitPaneUI#uninstallListeners():::Uninstalls the event listeners from the UI.:::super->uninstallListeners->splitPane->removePropertyChangeListener
SynthSplitPaneUI#getContext(JComponent)::: synth split pane i get context:::return->SynthLookAndFeel->getComponentState->getContext
SynthSplitPaneUI#getContext(JComponent, int)::: synth split pane i get context:::return->SynthContext->getContext
SynthSplitPaneUI#getContext(JComponent, Region)::: synth split pane i get context:::return->getComponentState->getContext
SynthSplitPaneUI#getContext(JComponent, Region, int)::: synth split pane i get context:::if->return->SynthContext->getContext->return->SynthContext->getContext
SynthSplitPaneUI#getComponentState(JComponent, Region)::: synth split pane i get component state:::state->SynthLookAndFeel->getComponentState->if->divider->isMouseOver->return
SynthSplitPaneUI#propertyChange(PropertyChangeEvent)::: synth split pane i property change:::if->SynthLookAndFeel->shouldUpdateStyle->e->getSource->updateStyle
SynthSplitPaneUI#createDefaultDivider():::Creates the default divider.:::divider->new->SynthSplitPaneDivider->divider->splitPane->getDividerSize->setDividerSize->return
SynthSplitPaneUI#createDefaultNonContinuousLayoutDivider()::: synth split pane i create default non continuous layout divider:::return->new->Canvas
SynthSplitPaneUI#update(Graphics, JComponent):::Notifies this UI delegate to repaint the specified component:::context->getContext->SynthLookAndFeel->update->context->getPainter->c->getWidth->c->getHeight->paintSplitPaneBackground->paint
SynthSplitPaneUI#paint(Graphics, JComponent):::Paints the specified component according to the Look and Feel:::context->getContext->paint
SynthSplitPaneUI#paint(SynthContext, Graphics):::Paints the specified component:::super->paint
SynthSplitPaneUI#paintBorder(SynthContext, Graphics, int, int, int, int)::: synth split pane i paint border:::context->getPainter->paintSplitPaneBorder
SynthSplitPaneUI#paintDragDivider(Graphics, int, int, int, int)::: synth split pane i paint drag divider:::context->getContext->context->context->getComponentState->setComponentState->oldClip->g->getClip->g->clipRect->context->getPainter->splitPane->getOrientation->paintSplitPaneDragDivider->g->setClip
SynthSplitPaneUI#finishedPaintingChildren(JSplitPane, Graphics)::: synth split pane i finished painting children:::if->getLastDragLocation->isContinuousLayout->if->jc->getOrientation->getLastDragLocation->splitPane->getHeight->paintDragDivider->else->getLastDragLocation->splitPane->getWidth->paintDragDivider
SynthStyle#populateDefaultValues():::Adds the default values that we know about to DEFAULT_VALUES.:::buttonMap->new->ObjectArr->new->UIDefaults.LazyInputMap->DEFAULT_VALUES->put->DEFAULT_VALUES->put->DEFAULT_VALUES->put->DEFAULT_VALUES->put->DEFAULT_VALUES->put->DEFAULT_VALUES->put->DEFAULT_VALUES->put->DEFAULT_VALUES->put->DEFAULT_VALUES->put->multilineInputMap->new->ObjectArr->new->UIDefaults.LazyInputMap->DEFAULT_VALUES->put->DEFAULT_VALUES->put->DEFAULT_VALUES->put->fieldInputMap->new->ObjectArr->new->UIDefaults.LazyInputMap->DEFAULT_VALUES->put->DEFAULT_VALUES->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->SwingUtilities2->makeIcon->put->DEFAULT_VALUES->new->ObjectArr->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->put->DEFAULT_VALUES->new->ObjectArr->put->DEFAULT_VALUES->new->ObjectArr->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put->DEFAULT_VALUES->new->ObjectArr->new->UIDefaults.LazyInputMap->put
SynthStyle#getDefaultValue(Object):::Returns the default value for the specified property, or null if there is no default for the specified value.:::synchronized->if->new->HashMap<Object,Object>->populateDefaultValues->value->DEFAULT_VALUES->get->if->createValue->DEFAULT_VALUES->put->return
SynthStyle#getGraphicsUtils(SynthContext):::Returns the SynthGraphicUtils for the specified context.:::return
SynthStyle#getColor(SynthContext, ColorType):::Returns the color for the specified state:::c->context->getComponent->id->context->getRegion->if->context->getComponentState->if->txt->disabledColor->txt->getDisabledTextColor->if->return->getColorForState->else->if->return->getColorForState->color->if->id->isSubregion->if->c->getBackground->else->if->c->getForeground->else->if->c->getForeground->if->getColorForState->if->if->return->c->getBackground->else->if->return->c->getForeground->return
SynthStyle#getColorForState(SynthContext, ColorType):::Returns the color for the specified state:::
SynthStyle#getFont(SynthContext):::Returns the Font for the specified state:::c->context->getComponent->if->context->getComponentState->return->c->getFont->cFont->c->getFont->if->return->return->getFontForState
SynthStyle#getFontForState(SynthContext):::Returns the font for the specified state:::
SynthStyle#getInsets(SynthContext, Insets):::Returns the Insets that are used to calculate sizing information.:::if->new->Insets->return
SynthStyle#getPainter(SynthContext):::Returns the SynthPainter that will be used for painting:::return
SynthStyle#isOpaque(SynthContext):::Returns true if the region is opaque.:::return
SynthStyle#get(SynthContext, Object):::Getter for a region specific style property.:::return->getDefaultValue
SynthStyle#installDefaults(SynthContext, SynthUI)::: synth style install defaults:::if->context->isSubregion->c->context->getComponent->border->c->getBorder->if->c->getInsets->new->SynthBorder->setBorder->installDefaults
SynthStyle#installDefaults(SynthContext):::Installs the necessary state from this Style on the JComponent from context.:::if->context->isSubregion->c->context->getComponent->region->context->getRegion->font->c->getFont->if->c->getFontForState->setFont->background->c->getBackground->if->c->getColorForState->setBackground->foreground->c->getForeground->if->c->getColorForState->setForeground->LookAndFeel->Boolean->isOpaque->valueOf->installProperty
SynthStyle#uninstallDefaults(SynthContext):::Uninstalls any state that this style installed on the JComponent from context:::if->context->isSubregion->c->context->getComponent->border->c->getBorder->if->c->setBorder
SynthStyle#getInt(SynthContext, Object, int):::Convenience method to get a specific style property whose value is a Number:::value->get->if->return->intValue->return
SynthStyle#getBoolean(SynthContext, Object, boolean):::Convenience method to get a specific style property whose value is an Boolean.:::value->get->if->return->booleanValue->return
SynthStyle#getIcon(SynthContext, Object):::Convenience method to get a specific style property whose value is an Icon.:::value->get->if->return->return
SynthStyle#getString(SynthContext, Object, String):::Convenience method to get a specific style property whose value is a String.:::value->get->if->return->return
SynthStyleFactory#getStyle(JComponent, Region):::Returns the style for the specified Component.:::
SynthTabbedPaneUI#createUI(JComponent):::Creates a new UI object for the given component.:::return->new->SynthTabbedPaneUI
SynthTabbedPaneUI#scrollableTabLayoutEnabled()::: synth tabbed pane i scrollable tab layout enabled:::return->tabPane->getTabLayoutPolicy
SynthTabbedPaneUI#installDefaults()::: synth tabbed pane i install defaults:::updateStyle
SynthTabbedPaneUI#updateStyle(JTabbedPane)::: synth tabbed pane i update style:::context->getContext->oldStyle->SynthLookAndFeel->updateStyle->if->style->getInt->style->getInt->style->getBoolean->style->getInt->style->get->if->new->Insets->style->getBoolean->style->getBoolean->if->uninstallKeyboardActions->installKeyboardActions->getContext->SynthLookAndFeel->updateStyle->tabStyle->getInsets->getContext->SynthLookAndFeel->updateStyle->tabAreaStyle->getInsets->getContext->SynthLookAndFeel->updateStyle->tabContentStyle->getInsets
SynthTabbedPaneUI#installListeners()::: synth tabbed pane i install listeners:::super->installListeners->tabPane->addPropertyChangeListener
SynthTabbedPaneUI#uninstallListeners()::: synth tabbed pane i uninstall listeners:::super->uninstallListeners->tabPane->removePropertyChangeListener
SynthTabbedPaneUI#uninstallDefaults()::: synth tabbed pane i uninstall defaults:::context->getContext->style->uninstallDefaults->tabStyle->uninstallDefaults->tabAreaStyle->uninstallDefaults->tabContentStyle->uninstallDefaults
SynthTabbedPaneUI#getContext(JComponent)::: synth tabbed pane i get context:::return->SynthLookAndFeel->getComponentState->getContext
SynthTabbedPaneUI#getContext(JComponent, int)::: synth tabbed pane i get context:::return->SynthContext->getContext
SynthTabbedPaneUI#getContext(JComponent, Region, int)::: synth tabbed pane i get context:::style->if->else->if->else->if->return->SynthContext->getContext
SynthTabbedPaneUI#createScrollButton(int)::: synth tabbed pane i create scroll button:::if->UIManager->getBoolean->btn->super->createScrollButton->btn->BorderFactory->createEmptyBorder->setBorder->return->return->new->SynthScrollableTabButton
SynthTabbedPaneUI#propertyChange(PropertyChangeEvent)::: synth tabbed pane i property change:::if->SynthLookAndFeel->shouldUpdateStyle->updateStyle
SynthTabbedPaneUI#createMouseListener():::  Overridden to keep track of whether the selected tab is also pressed.:::delegate->super->createMouseListener->delegate2->return->new->MouseListener
SynthTabbedPaneUI#getTabLabelShiftX(int, int, boolean)::: synth tabbed pane i get tab label shift x:::if->return->super->getTabLabelShiftX->else->return
SynthTabbedPaneUI#getTabLabelShiftY(int, int, boolean)::: synth tabbed pane i get tab label shift y:::if->return->super->getTabLabelShiftY->else->return
SynthTabbedPaneUI#update(Graphics, JComponent):::Notifies this UI delegate to repaint the specified component:::context->getContext->SynthLookAndFeel->update->context->getPainter->c->getWidth->c->getHeight->paintTabbedPaneBackground->paint
SynthTabbedPaneUI#getBaseline(int)::: synth tabbed pane i get baseline:::if->tabPane->getTabComponentAt->getTextViewForTab->return->super->getBaseline->title->tabPane->getTitleAt->font->tabContext->getStyle->getFont->metrics->getFontMetrics->icon->getIconForTab->textRect->setBounds->iconRect->setBounds->calcRect->setBounds->tabContext->getStyle->getGraphicsUtils->layoutText->return->metrics->getAscent->getBaselineOffset
SynthTabbedPaneUI#paintBorder(SynthContext, Graphics, int, int, int, int)::: synth tabbed pane i paint border:::context->getPainter->paintTabbedPaneBorder
SynthTabbedPaneUI#paint(Graphics, JComponent):::Paints the specified component according to the Look and Feel:::context->getContext->paint
SynthTabbedPaneUI#paint(SynthContext, Graphics):::Paints the specified component.:::selectedIndex->tabPane->getSelectedIndex->tabPlacement->tabPane->getTabPlacement->ensureCurrentLayout->if->scrollableTabLayoutEnabled->insets->tabPane->getInsets->x->y->width->tabPane->getWidth->height->tabPane->getHeight->size->switch->calculateTabAreaWidth->break->calculateTabAreaWidth->break->calculateTabAreaHeight->break->calculateTabAreaHeight->tabAreaBounds->setBounds->if->g->getClipBounds->intersects->paintTabArea->paintContentBorder
SynthTabbedPaneUI#paintTabArea(Graphics, int, int)::: synth tabbed pane i paint tab area:::insets->tabPane->getInsets->x->y->width->tabPane->getWidth->height->tabPane->getHeight->new->Rectangle->paintTabArea
SynthTabbedPaneUI#paintTabArea(SynthContext, Graphics, int, int, Rectangle)::: synth tabbed pane i paint tab area:::clipRect->g->getClipBounds->if->getRolloverTab->getFocusIndex->updateTabContext->ss->tabContext->getComponentState->setComponentState->else->ss->setComponentState->SynthLookAndFeel->updateSubregion->ss->getPainter->paintTabbedPaneTabAreaBackground->ss->getPainter->paintTabbedPaneTabAreaBorder->tabCount->tabPane->getTabCount->iconRect->setBounds->textRect->setBounds->for->i->if->if->intersects->paintTab
SynthTabbedPaneUI#setRolloverTab(int)::: synth tabbed pane i set rollover tab:::oldRolloverTab->getRolloverTab->super->setRolloverTab->r->if->tabPane->repaint->else->if->tabPane->getTabCount->getTabBounds->if->tabPane->repaint->if->getTabBounds->if->tabPane->repaint
SynthTabbedPaneUI#paintTab(SynthContext, Graphics, int, Rectangle[], int, Rectangle, Rectangle)::: synth tabbed pane i paint tab:::tabRect->selectedIndex->tabPane->getSelectedIndex->isSelected->getRolloverTab->getFocusIndex->updateTabContext->SynthLookAndFeel->updateSubregion->x->y->height->width->placement->tabPane->getTabPlacement->if->if->r->switch->bottomY->break->rightX->break->topY->break->leftX->break->tabContext->getPainter->paintTabbedPaneTabBackground->tabContext->getPainter->paintTabbedPaneTabBorder->if->tabPane->getTabComponentAt->title->tabPane->getTitleAt->clippedTitle->font->ss->getStyle->getFont->metrics->SwingUtilities2->getFontMetrics->icon->getIconForTab->layoutLabel->SwingUtilities2->clipStringIfNecessary->paintText->paintIcon
SynthTabbedPaneUI#layoutLabel(SynthContext, int, FontMetrics, int, String, Icon, Rectangle, Rectangle, Rectangle, boolean)::: synth tabbed pane i layout label:::v->getTextViewForTab->if->tabPane->putClientProperty->ss->getStyle->getGraphicsUtils->layoutText->tabPane->putClientProperty->xNudge->getTabLabelShiftX->yNudge->getTabLabelShiftY
SynthTabbedPaneUI#paintText(SynthContext, Graphics, int, Font, FontMetrics, int, String, Rectangle, boolean)::: synth tabbed pane i paint text:::g->setFont->v->getTextViewForTab->if->v->paint->else->mnemIndex->tabPane->getDisplayedMnemonicIndexAt->g->ss->getStyle->getColor->setColor->ss->getStyle->getGraphicsUtils->paintText
SynthTabbedPaneUI#paintContentBorder(SynthContext, Graphics, int, int)::: synth tabbed pane i paint content border:::width->tabPane->getWidth->height->tabPane->getHeight->insets->tabPane->getInsets->x->y->w->h->switch->calculateTabAreaWidth->break->calculateTabAreaWidth->break->calculateTabAreaHeight->break->calculateTabAreaHeight->SynthLookAndFeel->new->Rectangle->updateSubregion->ss->getPainter->paintTabbedPaneContentBackground->ss->getPainter->paintTabbedPaneContentBorder
SynthTabbedPaneUI#ensureCurrentLayout()::: synth tabbed pane i ensure current layout:::if->tabPane->isValid->tabPane->validate->if->tabPane->isValid->layout->tabPane->getLayout->layout->calculateLayoutInfo
SynthTabbedPaneUI#calculateMaxTabHeight(int)::: synth tabbed pane i calculate max tab height:::metrics->tabContext->getStyle->getFont->getFontMetrics->tabCount->tabPane->getTabCount->result->fontHeight->metrics->getHeight->for->i->return
SynthTabbedPaneUI#calculateTabWidth(int, int, FontMetrics)::: synth tabbed pane i calculate tab width:::icon->getIconForTab->tabInsets->getTabInsets->width->tabComponent->tabPane->getTabComponentAt->if->tabComponent->getPreferredSize->else->if->icon->getIconWidth->v->getTextViewForTab->if->v->getPreferredSpan->else->title->tabPane->getTitleAt->tabContext->getStyle->getGraphicsUtils->metrics->getFont->computeStringWidth->return
SynthTabbedPaneUI#calculateMaxTabWidth(int)::: synth tabbed pane i calculate max tab width:::metrics->tabContext->getStyle->getFont->getFontMetrics->tabCount->tabPane->getTabCount->result->for->i->return
SynthTabbedPaneUI#getTabInsets(int, int)::: synth tabbed pane i get tab insets:::getFocusIndex->updateTabContext->return
SynthTabbedPaneUI#getFontMetrics()::: synth tabbed pane i get font metrics:::return->tabContext->getStyle->getFont->getFontMetrics
SynthTabbedPaneUI#getFontMetrics(Font)::: synth tabbed pane i get font metrics:::return->tabPane->getFontMetrics
SynthTabbedPaneUI#updateTabContext(int, boolean, boolean, boolean, boolean)::: synth tabbed pane i update tab context:::state->if->tabPane->isEnabled->tabPane->isEnabledAt->if->else->if->if->UIManager->getBoolean->else->if->else->SynthLookAndFeel->getComponentState->if->tabPane->hasFocus->if->tabContext->setComponentState
SynthTabbedPaneUI#createLayoutManager():::  Overridden to create a TabbedPaneLayout subclass which takes into account tabOverlap.:::if->tabPane->getTabLayoutPolicy->return->super->createLayoutManager->else->return->new->TabbedPaneLayout
SynthTableHeaderUI#createUI(JComponent):::Creates a new UI object for the given component.:::return->new->SynthTableHeaderUI
SynthTableHeaderUI#installDefaults()::: synth table header i install defaults:::header->getDefaultRenderer->if->header->new->HeaderRenderer->setDefaultRenderer->updateStyle
SynthTableHeaderUI#updateStyle(JTableHeader)::: synth table header i update style:::context->getContext->oldStyle->SynthLookAndFeel->updateStyle->if->if->uninstallKeyboardActions->installKeyboardActions
SynthTableHeaderUI#installListeners()::: synth table header i install listeners:::super->installListeners->header->addPropertyChangeListener
SynthTableHeaderUI#uninstallDefaults()::: synth table header i uninstall defaults:::if->header->getDefaultRenderer->header->setDefaultRenderer->context->getContext->style->uninstallDefaults
SynthTableHeaderUI#uninstallListeners()::: synth table header i uninstall listeners:::header->removePropertyChangeListener->super->uninstallListeners
SynthTableHeaderUI#update(Graphics, JComponent):::Notifies this UI delegate to repaint the specified component:::context->getContext->SynthLookAndFeel->update->context->getPainter->c->getWidth->c->getHeight->paintTableHeaderBackground->paint
SynthTableHeaderUI#paint(Graphics, JComponent):::Paints the specified component according to the Look and Feel:::context->getContext->paint
SynthTableHeaderUI#paint(SynthContext, Graphics):::Paints the specified component.:::super->context->getComponent->paint
SynthTableHeaderUI#paintBorder(SynthContext, Graphics, int, int, int, int)::: synth table header i paint border:::context->getPainter->paintTableHeaderBorder
SynthTableHeaderUI#getContext(JComponent)::: synth table header i get context:::return->SynthLookAndFeel->getComponentState->getContext
SynthTableHeaderUI#getContext(JComponent, int)::: synth table header i get context:::return->SynthContext->getContext
SynthTableHeaderUI#rolloverColumnUpdated(int, int)::: synth table header i rollover column updated:::header->header->getHeaderRect->repaint->header->header->getHeaderRect->repaint
SynthTableHeaderUI#propertyChange(PropertyChangeEvent)::: synth table header i property change:::if->SynthLookAndFeel->shouldUpdateStyle->evt->getSource->updateStyle
SynthTableHeaderUI.HeaderRenderer#getTableCellRendererComponent(JTable, Object, boolean, boolean, int, int)::: header renderer get table cell renderer component:::hasRollover->getRolloverColumn->if->enabled->table->isEnabled->SynthLookAndFeel->SynthLookAndFeel->getUI->getUIOfType->setSelectedUI->else->SynthLookAndFeel->resetSelectedUI->rs->table->getRowSorter->sortKeys->rs->getSortKeys->if->sortKeys->size->sortKeys->get->getColumn->table->convertColumnIndexToModel->switch->sortKeys->get->getSortOrder->putClientProperty->break->putClientProperty->break->putClientProperty->break->throw->new->AssertionError->else->putClientProperty->super->getTableCellRendererComponent->return
SynthTableHeaderUI.HeaderRenderer#setBorder(Border)::: header renderer set border:::if->super->setBorder
SynthTableUI#createUI(JComponent):::Creates a new UI object for the given component.:::return->new->SynthTableUI
SynthTableUI#installDefaults():::Initializes JTable properties, such as font, foreground, and background:::installRendererIfPossible->installRendererIfPossible->installRendererIfPossible->installRendererIfPossible->installRendererIfPossible->installRendererIfPossible->new->SynthBooleanTableCellRenderer->installRendererIfPossible->new->SynthTableCellRenderer->installRendererIfPossible->updateStyle
SynthTableUI#installRendererIfPossible(Class, TableCellRenderer)::: synth table i install renderer if possible:::currentRenderer->table->getDefaultRenderer->if->table->setDefaultRenderer->return
SynthTableUI#updateStyle(JTable)::: synth table i update style:::context->getContext->oldStyle->SynthLookAndFeel->updateStyle->if->context->setComponentState->sbg->table->getSelectionBackground->if->table->style->getColor->setSelectionBackground->sfg->table->getSelectionForeground->if->table->style->getColor->setSelectionForeground->context->setComponentState->gridColor->table->getGridColor->if->style->get->if->style->getColor->table->new->ColorUIResource->setGridColor->style->getBoolean->style->getBoolean->rowHeight->style->get->if->LookAndFeel->installProperty->showGrid->style->getBoolean->if->table->setShowGrid->d->table->getIntercellSpacing->if->style->get->style->get->if->table->setIntercellSpacing->if->uninstallKeyboardActions->installKeyboardActions
SynthTableUI#installListeners():::Attaches listeners to the JTable.:::super->installListeners->table->addPropertyChangeListener
SynthTableUI#uninstallDefaults()::: synth table i uninstall defaults:::table->setDefaultRenderer->table->setDefaultRenderer->table->setDefaultRenderer->table->setDefaultRenderer->table->setDefaultRenderer->table->setDefaultRenderer->table->setDefaultRenderer->table->setDefaultRenderer->if->table->getTransferHandler->table->setTransferHandler->context->getContext->style->uninstallDefaults
SynthTableUI#uninstallListeners()::: synth table i uninstall listeners:::table->removePropertyChangeListener->super->uninstallListeners
SynthTableUI#getContext(JComponent)::: synth table i get context:::return->SynthLookAndFeel->getComponentState->getContext
SynthTableUI#getContext(JComponent, int)::: synth table i get context:::return->SynthContext->getContext
SynthTableUI#update(Graphics, JComponent):::Notifies this UI delegate to repaint the specified component:::context->getContext->SynthLookAndFeel->update->context->getPainter->c->getWidth->c->getHeight->paintTableBackground->paint
SynthTableUI#paintBorder(SynthContext, Graphics, int, int, int, int)::: synth table i paint border:::context->getPainter->paintTableBorder
SynthTableUI#paint(Graphics, JComponent):::Paints the specified component according to the Look and Feel:::context->getContext->paint
